"","Price","Age_08_04","Mfg_Year","KM","HP","Met_Color","Automatic","cc","Doors","Gears","Quarterly_Tax","Weight","Mfr_Guarantee","BOVAG_Guarantee","Guarantee_Period","ABS","Airbag_1","Airbag_2","Airco","Automatic_airco","Boardcomputer","CD_Player","Central_Lock","Powered_Windows","Power_Steering","Radio","Mistlamps","Sport_Model","Backseat_Divider","Metallic_Rim","Radio_cassette","Tow_Bar"
"103",11450,40,2001,78425,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
"104",13500,33,2001,78108,90,1,0,2000,3,5,210,1170,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
"105",10950,33,2001,77321,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
"106",13500,33,2001,75699,69,0,0,1900,3,5,185,1105,1,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0
"107",10950,41,2001,75697,97,1,0,1400,3,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"108",10950,44,2001,74846,97,1,0,1400,3,5,69,1025,1,1,3,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0
"109",12950,38,2001,74319,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
"110",11950,43,2001,74285,110,1,0,1600,5,5,85,1075,0,1,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
"111",11950,40,2001,73042,110,1,0,1598,5,5,85,1075,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1
"112",14950,44,2001,71793,110,1,0,1600,4,5,197,1067,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
"113",12450,35,2001,71200,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0
"114",12950,38,2001,67805,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
"115",11950,35,2001,65988,110,1,0,1600,3,5,69,1040,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0
"116",11690,34,2001,65345,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
"117",12450,42,2001,64564,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
"118",12750,36,2001,63459,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0
"119",11925,44,2001,63451,97,0,0,1400,3,5,69,1025,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"120",12950,33,2001,62000,110,1,0,1600,5,5,19,1075,1,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
"121",11950,42,2001,61300,97,1,0,1400,3,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
"122",12900,41,2001,61200,110,1,0,1600,3,5,69,1045,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
"123",11900,41,2001,61000,110,0,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"124",11650,38,2001,60829,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"125",10950,44,2001,60500,110,0,0,1600,5,5,85,1075,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"126",13950,35,2001,59500,69,1,0,1900,3,5,64,1110,1,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
"127",13950,44,2001,59000,110,0,1,1600,5,5,85,1110,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
"128",11950,40,2001,58954,110,1,0,1600,5,5,85,1080,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
"129",10950,38,2001,58798,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"130",12450,38,2001,58363,110,1,0,1600,3,5,85,1055,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0
"131",11950,43,2001,58277,110,1,0,1600,3,5,69,1045,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0
"132",13500,33,2001,57711,90,1,0,2000,3,5,210,1165,1,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0
"133",11690,33,2001,57269,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0
"134",13500,39,2001,56001,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1
"135",11950,42,2001,55968,110,0,0,1600,3,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"136",12900,39,2001,55678,110,1,0,1600,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1
"137",13500,43,2001,55539,110,1,0,1600,5,5,85,1085,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0
"138",11750,42,2001,55400,110,0,0,1600,5,5,85,1075,1,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"139",11750,33,2001,55350,110,0,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0
"140",10850,43,2001,54600,110,0,0,1600,4,5,69,1030,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"141",11750,43,2001,53773,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
"142",14950,42,2001,53719,110,1,1,1600,5,5,85,1105,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1
"143",9940,39,2001,53644,110,1,0,1600,5,5,19,1075,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"144",12900,42,2001,53350,110,0,0,1600,5,5,85,1075,1,1,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"145",13500,38,2001,53000,110,1,0,1600,5,5,85,1075,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0
"146",11750,44,2001,52084,97,1,0,1400,3,5,69,1025,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0
"147",11950,44,2001,52000,97,0,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"148",13450,33,2001,51945,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
"149",11950,41,2001,51732,97,1,0,1400,3,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
"150",12495,39,2001,50873,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
"151",13500,41,2001,50856,110,0,0,1600,4,5,69,1030,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
"152",12750,40,2001,50640,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
"153",12000,39,2001,50000,97,1,0,1400,5,5,85,1060,0,0,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
"154",11950,38,2001,49500,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1
"155",12495,44,2001,49332,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
"156",12450,34,2001,49291,110,1,0,1600,3,5,69,1040,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"157",10950,39,2001,48945,110,0,0,1600,3,5,69,1040,0,1,3,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1
"158",13500,33,2001,48928,69,1,0,1900,3,5,185,1105,1,1,3,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
"159",12950,38,2001,48197,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"160",13500,35,2001,48052,69,1,0,1900,3,5,185,1105,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"161",13450,34,2001,48011,110,1,0,1600,4,5,69,1030,1,1,3,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0
"162",13500,43,2001,48000,110,1,0,1600,5,5,85,1075,0,0,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"163",11480,41,2001,47350,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1
"164",13450,39,2001,46821,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
"165",11495,39,2001,46694,110,0,0,1600,3,5,69,1040,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
"166",12750,43,2001,46515,97,0,0,1400,5,5,69,1025,0,0,12,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
"167",14990,38,2001,46327,110,1,0,1600,3,5,85,1055,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0
"168",12950,35,2001,46304,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
"169",12950,40,2001,45886,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1
"170",12850,39,2001,45713,97,1,0,1400,5,5,19,1085,0,1,6,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
"171",13950,40,2001,45600,110,1,1,1600,5,5,85,1105,0,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1
"172",11950,41,2001,45287,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
"173",12950,39,2001,45081,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
"174",11700,40,2001,44830,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
"175",9950,37,2001,44757,97,0,0,1400,3,5,69,1025,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"176",11895,44,2001,44218,97,1,0,1400,5,5,85,1060,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1
"177",12950,43,2001,43632,110,1,0,1600,5,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
"178",12500,36,2001,43427,110,1,0,1600,3,5,69,1040,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0
"179",13875,39,2001,43254,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0
"180",10500,35,2001,43000,110,0,0,1600,3,5,69,1050,0,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0
"181",12295,33,2001,42823,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
"182",13950,42,2001,42560,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
"183",10950,38,2001,41754,110,0,0,1600,3,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"184",12950,44,2001,41499,110,1,0,1600,5,5,197,1103,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"185",12850,40,2001,41339,110,1,0,1600,5,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1
"186",13995,35,2001,41000,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
"187",13750,39,2001,40000,110,1,0,1600,3,5,85,1055,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1
"188",12750,37,2001,39757,110,1,0,1600,5,5,85,1075,1,1,3,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
